Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
printed-stretch-medical-scrub-set,,,,,,,,Color,Navy Print,Size,S,,,PSAI-PRINTED-STRETCH-MEDICAL-SCRUB-SET-NAVY-PRINT-S,650,shopify,100,deny,manual,42.00,54.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,g,,,active
printed-stretch-medical-scrub-set,,,,,,,,Color,Navy Print,Size,M,,,PSAI-PRINTED-STRETCH-MEDICAL-SCRUB-SET-NAVY-PRINT-M,650,shopify,100,deny,manual,42.00,54.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,g,,,active
printed-stretch-medical-scrub-set,,,,,,,,Color,Navy Print,Size,L,,,PSAI-PRINTED-STRETCH-MEDICAL-SCRUB-SET-NAVY-PRINT-L,650,shopify,100,deny,manual,42.00,54.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,g,,,active
printed-stretch-medical-scrub-set,,,,,,,,Color,Navy Print,Size,XL,,,PSAI-PRINTED-STRETCH-MEDICAL-SCRUB-SET-NAVY-PRINT-XL,650,shopify,100,deny,manual,42.00,54.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,g,,,active
printed-stretch-medical-scrub-set,,,,,,,,Color,Navy Print,Size,2XL,,,PSAI-PRINTED-STRETCH-MEDICAL-SCRUB-SET-NAVY-PRINT-2XL,650,shopify,100,deny,manual,42.00,54.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,g,,,active
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1c4fe41903b173e3a48cca1e071b18cc/2.jpg,2,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/f30df7a746ce92b4c633864799f8f244/3.jpg,3,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/a056722fcc26c059cbf10378848ca9a6/4.jpg,4,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/94e50b7686b5814022130ff66444d56a/5.jpg,5,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/8bb419d2cd5de6ea5deb381e6b553aa1/6.jpg,6,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/354e21fe5eae5e1c3166b24ad258fdbc/1.jpg,7,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/b585a5f944cfab9da25a80d1b0d79c15/2.jpg,8,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/231b3270d92f9df2a8cc68153382f9b8/3.jpg,9,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/cbc8e182ed167674c4f6315cd1ca0958/4.jpg,10,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/0806e89a77a593daccee4b0bb694d42c/5.jpg,11,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/7af5bb868dd2a657b5f468119c5c05d9/6.jpg,12,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
printed-stretch-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,13,Printed Stretch Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,Breathable Cotton Medical Scrub Set,"<p>Soft cotton scrub set with practical pockets, straight-leg pants, and a breathable fit for clinic, dental, veterinary, and hospital uniform testing.</p>
<p><strong>Material:</strong> 100% Pure Cotton</p>
<p><strong>Available sizes:</strong> S, M, L, XL, 2XL</p>
<div class=""primestyle-size-guide""><h3>Medical Scrub Uniform Size Guide</h3><p>Unisex scrub sizing prepared for SDK testing.</p><table><thead><tr><th>Size</th><th>Chest (in)</th><th>Chest (cm)</th><th>Waist (in)</th><th>Waist (cm)</th><th>Hips (in)</th><th>Hips (cm)</th><th>Height (in)</th><th>Height (cm)</th></tr></thead><tbody><tr><td>S</td><td>34-36</td><td>86-91</td><td>28-30</td><td>71-76</td><td>35-37</td><td>89-94</td><td>62-68</td><td>157-173</td></tr><tr><td>M</td><td>38-40</td><td>97-102</td><td>32-34</td><td>81-86</td><td>39-41</td><td>99-104</td><td>64-70</td><td>163-178</td></tr><tr><td>L</td><td>42-44</td><td>107-112</td><td>36-38</td><td>91-97</td><td>43-45</td><td>109-114</td><td>66-72</td><td>168-183</td></tr><tr><td>XL</td><td>46-48</td><td>117-122</td><td>40-42</td><td>102-107</td><td>47-49</td><td>119-124</td><td>68-74</td><td>173-188</td></tr><tr><td>2XL</td><td>50-52</td><td>127-132</td><td>44-46</td><td>112-117</td><td>51-53</td><td>130-135</td><td>68-76</td><td>173-193</td></tr></tbody></table></div>
<div class=""primestyle-measure-guide""><h3>How to measure</h3><ul><li>Chest: measure around the fullest part of the chest.</li><li>Waist: measure around the natural waistline.</li><li>Hips: measure around the fullest part of the hips.</li></ul></div>",PrimeStyleAI,Apparel & Accessories > Clothing > Uniforms,Medical Uniforms,"PrimeStyleAI Demo, Uniform, Medical Scrub Set, Healthcare Workwear, SDK Test, Unisex, demo, uniform, medical scrubs, healthcare workwear, sdk-test",TRUE,Color,Sky Print,Size,S,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-SKY-PRINT-S,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,https://shopcdnpro.grainajz.com/category/68528/3570/19e4f03236bbb3cc6de0c93ad3660651/1.jpg,1,Breathable Cotton Medical Scrub Set,FALSE,Breathable Cotton Medical Scrub Set,"Soft cotton scrub set with practical pockets, straight-leg pants, and a breathable fit for clinic, dental, veterinary, and hospital uniform testing.",Apparel & Accessories > Clothing > Uniforms,unisex,adult,,new,TRUE,PrimeStyleAI Uniform Demo,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/19e4f03236bbb3cc6de0c93ad3660651/1.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Sky Print,Size,M,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-SKY-PRINT-M,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/19e4f03236bbb3cc6de0c93ad3660651/1.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Sky Print,Size,L,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-SKY-PRINT-L,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/19e4f03236bbb3cc6de0c93ad3660651/1.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Sky Print,Size,XL,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-SKY-PRINT-XL,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/19e4f03236bbb3cc6de0c93ad3660651/1.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Sky Print,Size,2XL,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-SKY-PRINT-2XL,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/19e4f03236bbb3cc6de0c93ad3660651/1.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Blush Print,Size,S,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-BLUSH-PRINT-S,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/354e21fe5eae5e1c3166b24ad258fdbc/1.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Blush Print,Size,M,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-BLUSH-PRINT-M,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/354e21fe5eae5e1c3166b24ad258fdbc/1.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Blush Print,Size,L,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-BLUSH-PRINT-L,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/354e21fe5eae5e1c3166b24ad258fdbc/1.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Blush Print,Size,XL,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-BLUSH-PRINT-XL,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/354e21fe5eae5e1c3166b24ad258fdbc/1.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Blush Print,Size,2XL,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-BLUSH-PRINT-2XL,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/354e21fe5eae5e1c3166b24ad258fdbc/1.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Navy Print,Size,S,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-NAVY-PRINT-S,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Navy Print,Size,M,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-NAVY-PRINT-M,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Navy Print,Size,L,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-NAVY-PRINT-L,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Navy Print,Size,XL,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-NAVY-PRINT-XL,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,Color,Navy Print,Size,2XL,,,PSAI-BREATHABLE-COTTON-MEDICAL-SCRUB-SET-NAVY-PRINT-2XL,650,shopify,100,deny,manual,38.00,50.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,g,,,active
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1c4fe41903b173e3a48cca1e071b18cc/2.jpg,2,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/f30df7a746ce92b4c633864799f8f244/3.jpg,3,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/a056722fcc26c059cbf10378848ca9a6/4.jpg,4,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/94e50b7686b5814022130ff66444d56a/5.jpg,5,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/8bb419d2cd5de6ea5deb381e6b553aa1/6.jpg,6,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/354e21fe5eae5e1c3166b24ad258fdbc/1.jpg,7,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/b585a5f944cfab9da25a80d1b0d79c15/2.jpg,8,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/231b3270d92f9df2a8cc68153382f9b8/3.jpg,9,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/cbc8e182ed167674c4f6315cd1ca0958/4.jpg,10,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/0806e89a77a593daccee4b0bb694d42c/5.jpg,11,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/7af5bb868dd2a657b5f468119c5c05d9/6.jpg,12,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
breathable-cotton-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/1f704a8bcdb00e58185b6c2a70aee7df/%E4%B8%BB%E5%9B%BE.jpg,13,Breathable Cotton Medical Scrub Set,,,,,,,,,,,,,,,,,,,
unisex-v-neck-medical-scrub-set,Unisex V-Neck Medical Scrub Set,"<p>Easy-care unisex scrub set with a V-neck top, multi-pocket layout, straight pants, and comfort stretch for professional uniform sizing tests.</p>
<p><strong>Material:</strong> 92% Polyester / 8% Spandex</p>
<p><strong>Available sizes:</strong> S, M, L, XL, 2XL</p>
<div class=""primestyle-size-guide""><h3>Medical Scrub Uniform Size Guide</h3><p>Unisex scrub sizing prepared for SDK testing.</p><table><thead><tr><th>Size</th><th>Chest (in)</th><th>Chest (cm)</th><th>Waist (in)</th><th>Waist (cm)</th><th>Hips (in)</th><th>Hips (cm)</th><th>Height (in)</th><th>Height (cm)</th></tr></thead><tbody><tr><td>S</td><td>34-36</td><td>86-91</td><td>28-30</td><td>71-76</td><td>35-37</td><td>89-94</td><td>62-68</td><td>157-173</td></tr><tr><td>M</td><td>38-40</td><td>97-102</td><td>32-34</td><td>81-86</td><td>39-41</td><td>99-104</td><td>64-70</td><td>163-178</td></tr><tr><td>L</td><td>42-44</td><td>107-112</td><td>36-38</td><td>91-97</td><td>43-45</td><td>109-114</td><td>66-72</td><td>168-183</td></tr><tr><td>XL</td><td>46-48</td><td>117-122</td><td>40-42</td><td>102-107</td><td>47-49</td><td>119-124</td><td>68-74</td><td>173-188</td></tr><tr><td>2XL</td><td>50-52</td><td>127-132</td><td>44-46</td><td>112-117</td><td>51-53</td><td>130-135</td><td>68-76</td><td>173-193</td></tr></tbody></table></div>
<div class=""primestyle-measure-guide""><h3>How to measure</h3><ul><li>Chest: measure around the fullest part of the chest.</li><li>Waist: measure around the natural waistline.</li><li>Hips: measure around the fullest part of the hips.</li></ul></div>",PrimeStyleAI,Apparel & Accessories > Clothing > Uniforms,Medical Uniforms,"PrimeStyleAI Demo, Uniform, Medical Scrub Set, Healthcare Workwear, SDK Test, Unisex, demo, uniform, medical scrubs, healthcare workwear, sdk-test",TRUE,Color,Sky Print,Size,S,,,PSAI-UNISEX-V-NECK-MEDICAL-SCRUB-SET-SKY-PRINT-S,650,shopify,100,deny,manual,48.00,60.00,TRUE,TRUE,,https://shopcdnpro.grainajz.com/category/68528/3570/19e4f03236bbb3cc6de0c93ad3660651/1.jpg,1,Unisex V-Neck Medical Scrub Set,FALSE,Unisex V-Neck Medical Scrub Set,"Easy-care unisex scrub set with a V-neck top, multi-pocket layout, straight pants, and comfort stretch for professional uniform sizing tests.",Apparel & Accessories > Clothing > Uniforms,unisex,adult,,new,TRUE,PrimeStyleAI Uniform Demo,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/19e4f03236bbb3cc6de0c93ad3660651/1.jpg,g,,,active
unisex-v-neck-medical-scrub-set,,,,,,,,Color,Sky Print,Size,M,,,PSAI-UNISEX-V-NECK-MEDICAL-SCRUB-SET-SKY-PRINT-M,650,shopify,100,deny,manual,48.00,60.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/19e4f03236bbb3cc6de0c93ad3660651/1.jpg,g,,,active
