Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
men-s-multi-pocket-medical-scrub-set,,,,,,,,Color,Royal Blue,Size,3XL,,,PSAI-MEN-S-MULTI-POCKET-MEDICAL-SCRUB-SET-ROYAL-BLUE-3XL,650,shopify,100,deny,manual,46.00,58.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/e3681a9e08f7966f88b9d94c0cc36287/1.jpg,g,,,active
men-s-multi-pocket-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/8b0719e4c3152e3e7fd0f1fdf6997e80/2.jpg,2,Men's Multi-Pocket Medical Scrub Set,,,,,,,,,,,,,,,,,,,
men-s-multi-pocket-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/e20eacc7983fcd6a030fc7d954967328/3.jpg,3,Men's Multi-Pocket Medical Scrub Set,,,,,,,,,,,,,,,,,,,
men-s-multi-pocket-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/ed331b226b6d18f76e89b98ca537f2cd/4.jpg,4,Men's Multi-Pocket Medical Scrub Set,,,,,,,,,,,,,,,,,,,
men-s-multi-pocket-medical-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/06e6f831ec7cf133d3a72e8dd0194c91/5.jpg,5,Men's Multi-Pocket Medical Scrub Set,,,,,,,,,,,,,,,,,,,
healthcare-pro-v-neck-scrub-set,Healthcare Pro V-Neck Scrub Set,"<p>V-neck scrub set with chest pocket, two front pockets, elastic waistband, drawstring, cargo pockets, and breathable professional fabric.</p>
<p><strong>Material:</strong> 65% Polyester / 35% Cotton</p>
<p><strong>Available sizes:</strong> S, M, L, XL, 2XL, 3XL</p>
<div class=""primestyle-size-guide""><h3>Medical Scrub Uniform Size Guide</h3><p>PrimeStyleAI sizing reference.</p><table><thead><tr><th>Size</th><th>Chest (in)</th><th>Chest (cm)</th><th>Waist (in)</th><th>Waist (cm)</th><th>Hips (in)</th><th>Hips (cm)</th><th>Height (in)</th><th>Height (cm)</th></tr></thead><tbody><tr><td>S</td><td>34-36</td><td>86-91</td><td>28-30</td><td>71-76</td><td>35-37</td><td>89-94</td><td>62-68</td><td>157-173</td></tr><tr><td>M</td><td>38-40</td><td>97-102</td><td>32-34</td><td>81-86</td><td>39-41</td><td>99-104</td><td>64-70</td><td>163-178</td></tr><tr><td>L</td><td>42-44</td><td>107-112</td><td>36-38</td><td>91-97</td><td>43-45</td><td>109-114</td><td>66-72</td><td>168-183</td></tr><tr><td>XL</td><td>46-48</td><td>117-122</td><td>40-42</td><td>102-107</td><td>47-49</td><td>119-124</td><td>68-74</td><td>173-188</td></tr><tr><td>2XL</td><td>50-52</td><td>127-132</td><td>44-46</td><td>112-117</td><td>51-53</td><td>130-135</td><td>68-76</td><td>173-193</td></tr><tr><td>3XL</td><td>54-56</td><td>137-142</td><td>48-50</td><td>122-127</td><td>55-57</td><td>140-145</td><td>68-76</td><td>173-193</td></tr></tbody></table></div>
<div class=""primestyle-measure-guide""><h3>How to measure</h3><ul><li>Chest: measure around the fullest part of the chest.</li><li>Waist: measure around the natural waistline.</li><li>Hips: measure around the fullest part of the hips.</li></ul></div>",PrimeStyleAI,Apparel & Accessories > Clothing > Uniforms,Uniforms,"PrimeStyleAI Demo, Uniform, Medical Scrub Set, Healthcare Workwear, SDK Test, men, demo, uniform, scrub set, medical scrubs, healthcare workwear, sdk-test",TRUE,Color,Slate Blue,Size,S,,,PSAI-HEALTHCARE-PRO-V-NECK-SCRUB-SET-SLATE-BLUE-S,650,shopify,100,deny,manual,44.00,56.00,TRUE,TRUE,,https://shopcdnpro.grainajz.com/category/68528/3570/55082b4ffa74b80eb95f90f14d4a8ebf/1.jpg,1,Healthcare Pro V-Neck Scrub Set,FALSE,Healthcare Pro V-Neck Scrub Set,"V-neck scrub set with chest pocket, two front pockets, elastic waistband, drawstring, cargo pockets, and breathable professional fabric.",Apparel & Accessories > Clothing > Uniforms,male,adult,,new,TRUE,PrimeStyleAI Uniform Demo,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/55082b4ffa74b80eb95f90f14d4a8ebf/1.jpg,g,,,active
healthcare-pro-v-neck-scrub-set,,,,,,,,Color,Slate Blue,Size,M,,,PSAI-HEALTHCARE-PRO-V-NECK-SCRUB-SET-SLATE-BLUE-M,650,shopify,100,deny,manual,44.00,56.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/55082b4ffa74b80eb95f90f14d4a8ebf/1.jpg,g,,,active
healthcare-pro-v-neck-scrub-set,,,,,,,,Color,Slate Blue,Size,L,,,PSAI-HEALTHCARE-PRO-V-NECK-SCRUB-SET-SLATE-BLUE-L,650,shopify,100,deny,manual,44.00,56.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/55082b4ffa74b80eb95f90f14d4a8ebf/1.jpg,g,,,active
healthcare-pro-v-neck-scrub-set,,,,,,,,Color,Slate Blue,Size,XL,,,PSAI-HEALTHCARE-PRO-V-NECK-SCRUB-SET-SLATE-BLUE-XL,650,shopify,100,deny,manual,44.00,56.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/55082b4ffa74b80eb95f90f14d4a8ebf/1.jpg,g,,,active
healthcare-pro-v-neck-scrub-set,,,,,,,,Color,Slate Blue,Size,2XL,,,PSAI-HEALTHCARE-PRO-V-NECK-SCRUB-SET-SLATE-BLUE-2XL,650,shopify,100,deny,manual,44.00,56.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/55082b4ffa74b80eb95f90f14d4a8ebf/1.jpg,g,,,active
healthcare-pro-v-neck-scrub-set,,,,,,,,Color,Slate Blue,Size,3XL,,,PSAI-HEALTHCARE-PRO-V-NECK-SCRUB-SET-SLATE-BLUE-3XL,650,shopify,100,deny,manual,44.00,56.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/55082b4ffa74b80eb95f90f14d4a8ebf/1.jpg,g,,,active
healthcare-pro-v-neck-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/cd7bbd5a331964a9537a50ad61543bf5/2.jpg,2,Healthcare Pro V-Neck Scrub Set,,,,,,,,,,,,,,,,,,,
healthcare-pro-v-neck-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/e8fa63c43d02d917660e930c179d6928/3.jpg,3,Healthcare Pro V-Neck Scrub Set,,,,,,,,,,,,,,,,,,,
healthcare-pro-v-neck-scrub-set,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/4c9e25caf03dff29321f734bcbe27c89/4.jpg,4,Healthcare Pro V-Neck Scrub Set,,,,,,,,,,,,,,,,,,,
adjustable-ribbon-scrub-cap,Adjustable Ribbon Scrub Cap,"<p>Adjustable ribbon scrub cap with printed fabric, lightweight coverage, and a tie-back fit for clinical and salon work.</p>
<p><strong>Material:</strong> 100% Cotton</p>
<p><strong>Available sizes:</strong> One Size</p>
<div class=""primestyle-size-guide""><h3>Medical Scrub Cap Size Guide</h3><p>One-size adjustable cap data for head-fit SDK testing.</p><table><thead><tr><th>Size</th><th>Head circumference (in)</th><th>Head circumference (cm)</th><th>Adjustability</th></tr></thead><tbody><tr><td>One Size</td><td>21-24</td><td>53-61</td><td>Ribbon / elastic adjustment</td></tr></tbody></table></div>
<div class=""primestyle-measure-guide""><h3>How to measure</h3><ul><li>Head circumference: wrap a soft tape around the widest part of the head, above the ears and eyebrows.</li></ul></div>",PrimeStyleAI,Apparel & Accessories > Clothing Accessories > Hats,Uniforms,"PrimeStyleAI Demo, Uniform, Medical Scrub Cap, Healthcare Workwear, SDK Test, unisex, demo, uniform, scrub cap, medical cap, healthcare workwear, hat, headwear, sdk-test",TRUE,Color,Printed Pink,Size,One Size,,,PSAI-ADJUSTABLE-RIBBON-SCRUB-CAP-PRINTED-PINK-ONE-SIZE,120,shopify,100,deny,manual,18.00,24.00,TRUE,TRUE,,https://shopcdnpro.grainajz.com/category/68528/3570/55ce49549ef99bbac700cb3097102ac3/1.jpg,1,Adjustable Ribbon Scrub Cap,FALSE,Adjustable Ribbon Scrub Cap,"Adjustable ribbon scrub cap with printed fabric, lightweight coverage, and a tie-back fit for clinical and salon work.",Apparel & Accessories > Clothing Accessories > Hats,unisex,adult,,new,TRUE,PrimeStyleAI Uniform Demo,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/55ce49549ef99bbac700cb3097102ac3/1.jpg,g,,,active
adjustable-ribbon-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/7eca7c8bc06070c15b1bcd028a73bc63/2.jpg,2,Adjustable Ribbon Scrub Cap,,,,,,,,,,,,,,,,,,,
adjustable-ribbon-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/19bfb1881f7a9c5989a992e144e8ee3c/3.jpg,3,Adjustable Ribbon Scrub Cap,,,,,,,,,,,,,,,,,,,
adjustable-ribbon-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/6248c8fd3ebff76216aed98295795bb7/4.jpg,4,Adjustable Ribbon Scrub Cap,,,,,,,,,,,,,,,,,,,
adjustable-ribbon-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/d739070592faa43bfc1d8934c9f59d9e/5.jpg,5,Adjustable Ribbon Scrub Cap,,,,,,,,,,,,,,,,,,,
adjustable-ponytail-scrub-cap,Adjustable Ponytail Scrub Cap,"<p>Scrub cap with ponytail pouch and adjustable ribbon for long hair.</p>
<p><strong>Material:</strong> 100% Cotton</p>
<p><strong>Available sizes:</strong> One Size</p>
<div class=""primestyle-size-guide""><h3>Medical Scrub Cap Size Guide</h3><p>One-size adjustable cap data for head-fit SDK testing.</p><table><thead><tr><th>Size</th><th>Head circumference (in)</th><th>Head circumference (cm)</th><th>Adjustability</th></tr></thead><tbody><tr><td>One Size</td><td>21-24</td><td>53-61</td><td>Ribbon / elastic adjustment</td></tr></tbody></table></div>
<div class=""primestyle-measure-guide""><h3>How to measure</h3><ul><li>Head circumference: wrap a soft tape around the widest part of the head, above the ears and eyebrows.</li></ul></div>",PrimeStyleAI,Apparel & Accessories > Clothing Accessories > Hats,Uniforms,"PrimeStyleAI Demo, Uniform, Medical Scrub Cap, Healthcare Workwear, SDK Test, unisex, demo, uniform, scrub cap, medical cap, healthcare workwear, hat, headwear, sdk-test",TRUE,Color,Printed Blue,Size,One Size,,,PSAI-ADJUSTABLE-PONYTAIL-SCRUB-CAP-PRINTED-BLUE-ONE-SIZE,120,shopify,100,deny,manual,18.00,24.00,TRUE,TRUE,,https://shopcdnpro.grainajz.com/category/68528/3570/fff0d1c84009f1e4772999a484e4f564/1.jpg,1,Adjustable Ponytail Scrub Cap,FALSE,Adjustable Ponytail Scrub Cap,Scrub cap with ponytail pouch and adjustable ribbon for long hair.,Apparel & Accessories > Clothing Accessories > Hats,unisex,adult,,new,TRUE,PrimeStyleAI Uniform Demo,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/fff0d1c84009f1e4772999a484e4f564/1.jpg,g,,,active
adjustable-ponytail-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/c6af662a84d5bba7b3c34886ff7981b5/2.jpg,2,Adjustable Ponytail Scrub Cap,,,,,,,,,,,,,,,,,,,
adjustable-ponytail-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/840c3475b89f2decf223d28a35529e01/3.jpg,3,Adjustable Ponytail Scrub Cap,,,,,,,,,,,,,,,,,,,
adjustable-ponytail-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/f626f5d0368f4e67fdffe040441e5357/4.jpg,4,Adjustable Ponytail Scrub Cap,,,,,,,,,,,,,,,,,,,
adjustable-ponytail-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/8e16d8363c399011237d3236507ac5dd/5.jpg,5,Adjustable Ponytail Scrub Cap,,,,,,,,,,,,,,,,,,,
puffy-easy-clean-medical-scrub-cap,Puffy Easy-Clean Medical Scrub Cap,"<p>Puffy medical scrub cap designed for hair-friendly wear and easy cleaning.</p>
<p><strong>Material:</strong> Cotton blend</p>
<p><strong>Available sizes:</strong> One Size</p>
<div class=""primestyle-size-guide""><h3>Medical Scrub Cap Size Guide</h3><p>One-size adjustable cap data for head-fit SDK testing.</p><table><thead><tr><th>Size</th><th>Head circumference (in)</th><th>Head circumference (cm)</th><th>Adjustability</th></tr></thead><tbody><tr><td>One Size</td><td>21-24</td><td>53-61</td><td>Ribbon / elastic adjustment</td></tr></tbody></table></div>
<div class=""primestyle-measure-guide""><h3>How to measure</h3><ul><li>Head circumference: wrap a soft tape around the widest part of the head, above the ears and eyebrows.</li></ul></div>",PrimeStyleAI,Apparel & Accessories > Clothing Accessories > Hats,Uniforms,"PrimeStyleAI Demo, Uniform, Medical Scrub Cap, Healthcare Workwear, SDK Test, unisex, demo, uniform, scrub cap, medical cap, healthcare workwear, hat, headwear, sdk-test",TRUE,Color,Teal Print,Size,One Size,,,PSAI-PUFFY-EASY-CLEAN-MEDICAL-SCRUB-CAP-TEAL-PRINT-ONE-SIZE,120,shopify,100,deny,manual,20.00,26.00,TRUE,TRUE,,https://shopcdnpro.grainajz.com/category/68528/3570/28265e9c663493da91324fbd8d065ff0/1.jpg,1,Puffy Easy-Clean Medical Scrub Cap,FALSE,Puffy Easy-Clean Medical Scrub Cap,Puffy medical scrub cap designed for hair-friendly wear and easy cleaning.,Apparel & Accessories > Clothing Accessories > Hats,unisex,adult,,new,TRUE,PrimeStyleAI Uniform Demo,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/28265e9c663493da91324fbd8d065ff0/1.jpg,g,,,active
puffy-easy-clean-medical-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/4fe15079657918a776dbd14e17ecd4aa/2.jpg,2,Puffy Easy-Clean Medical Scrub Cap,,,,,,,,,,,,,,,,,,,
puffy-easy-clean-medical-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/4d7034adb95b42dcbdf85f7fe560e958/3.jpg,3,Puffy Easy-Clean Medical Scrub Cap,,,,,,,,,,,,,,,,,,,
puffy-easy-clean-medical-scrub-cap,,,,,,,,,,,,,,,,,,,,,,,,,https://shopcdnpro.grainajz.com/category/68528/3570/5d4b9e717ed9cb64b1f1d83b1cc0d75a/4.jpg,4,Puffy Easy-Clean Medical Scrub Cap,,,,,,,,,,,,,,,,,,,
